(001,737.01)
(002,737.01)
(003,737.01)
(004,737.01)
(005,737.01)
(006,737.01)
(007,737.01)
(008,737.01)
(009,737.01)
(010,737.01)
(011,737.01)
(012,737.01)
(013,737.01)
(014,708.66)
(015,708.66)
(016,737.01)
(017,737.01)
(018,737.01)
(019,737.01)
(020,708.66)
(021,737.01)
(022,737.01)
(023,737.01)
(024,737.01)
(025,737.01)
(026,737.01)
(027,737.01)
(028,737.01)
(029,737.01)
(030,737.01)
(031,737.01)
(032,737.01)
(033,737.01)
(034,765.35)
(035,765.35)
(036,765.35)
(037,765.35)
(038,737.01)
(039,737.01)
(040,737.01)
(041,708.66)
(042,708.66)
(043,708.66)
(044,708.66)
(045,737.01)
(046,737.01)
(047,737.01)
(048,737.01)
(049,737.01)
(050,737.01)
(051,737.01)
(052,737.01)
(053,737.01)
(054,737.01)
(055,737.01)
(056,737.01)
(057,708.66)
(058,708.66)
(059,737.01)
(060,708.66)
(061,708.66)
(062,737.01)
(063,765.35)
(064,737.01)
(065,708.66)
(066,737.01)
(067,737.01)
(068,737.01)
(069,737.01)
(070,708.66)
(071,737.01)
(072,737.01)
(073,737.01)
(074,737.01)
(075,737.01)
(076,765.35)
(077,765.35)
(078,737.01)
(079,737.01)
(080,737.01)
(081,737.01)
(082,737.01)
(083,737.01)
(084,737.01)
(085,708.66)
(086,737.01)
(087,737.01)
(088,737.01)
(089,737.01)
(090,737.01)
(091,737.01)
(092,737.01)
(093,737.01)
(094,737.01)
(095,737.01)
(096,737.01)
(097,737.01)
(098,765.35)
(099,737.01)
(100,765.35)
(101,737.01)
(102,737.01)
(103,737.01)
(104,737.01)
(105,708.66)
(106,737.01)
(107,737.01)
(108,737.01)
(109,737.01)
(110,737.01)
(111,737.01)
(112,708.66)
(113,737.01)
(114,737.01)
(115,737.01)
(116,737.01)
(117,737.01)
(118,737.01)
(119,765.35)
(120,737.01)
(121,737.01)
(122,737.01)
(123,737.01)
(124,737.01)
(125,708.66)
(126,737.01)
(127,737.01)
(128,737.01)
(129,737.01)
(130,737.01)
(131,737.01)
(132,737.01)
(133,737.01)
(134,737.01)
(135,737.01)
(136,737.01)
(137,737.01)
(138,737.01)
(139,737.01)
(140,737.01)
(141,737.01)
(142,737.01)
(143,765.35)
(144,737.01)
(145,737.01)
(146,737.01)
(147,737.01)
(148,737.01)
(149,737.01)
(150,737.01)
